based on comic	0	1.0	1.0	0.884933751501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on comic book	0.612984313136	1.0	1.0	1.0	1.0	1.0	1.0	0.897403805827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on novel	0	0.261798976043	1.0	0.835133400599	1.0	0.813278271824	1.0	0.917833077504	1.0	1.0	1.0	1.0	1.0	0.970087527581	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on novella	0	1.0	0.543015179757	1.0	0.77488639382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on short story	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
battle	1.0	1.0	1.0	1.0	1.0	1.0	0.856712813499	1.0	1.0	1.0	0.972304983584	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
betrayal	0	1.0	1.0	1.0	0.870814326389	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
biker	0.58982594689	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
black comedy	0	1.0	0.637226632071	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963638048757	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
blockbuster	0	1.0	0.88083669219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bollywood	0	1.0	1.0	1.0	1.0	1.0	0.941172660326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
breaking the fourth wall	0.207829619428	1.0	1.0	0.907637933822	1.0	1.0	0.9426006736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
business	0	1.0	0.665283133159	1.0	0.890420605819	0.768361993998	1.0	0.770058308514	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
caper	0	1.0	1.0	0.892088660555	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car accident	0	1.0	1.0	1.0	1.0	1.0	1.0	0.904705016926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car chase	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car crash	0	1.0	1.0	1.0	1.0	1.0	1.0	0.927820746989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
character name in title	0.103415581931	1.0	1.0	0.604040502635	0.74562081352	1.0	0.73502397309	0.89233823992	1.0	0.881042337335	1.0	0.897012820671	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.881042337335	1.0	1.0	1.0	1.0	
character's point of view camera shot	1.0	0.770294892321	1.0	1.0	1.0	0.850930432078	1.0	1.0	0.972085395316	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
chick flick	0.272739587528	1.0	1.0	1.0	0.945128758435	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
coming of age	0.548032022771	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
competition	0.252727527294	0.614932235525	0.74192353694	0.853003796667	1.0	1.0	1.0	0.894802099216	1.0	0.956936816545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.956936816545	1.0	1.0	1.0	1.0	
conspiracy	0.0917132491812	1.0	0.533711901056	0.683658153147	0.902956787246	1.0	1.0	1.0	0.918588740341	0.958722562703	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.958722562703	1.0	1.0	1.0	1.0	
corruption	0	1.0	1.0	0.916751615127	1.0	1.0	1.0	0.954564890759	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
criminal mastermind	0.383104809128	1.0	1.0	1.0	0.899089482923	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cult	0	1.0	1.0	0.920022824463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cult film	0	1.0	1.0	0.920022824463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cyberpunk	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dark hero	0	1.0	0.527491261389	1.0	0.731053568109	1.0	1.0	1.0	1.0	0.942904258665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.942904258665	1.0	1.0	1.0	1.0	
deus ex machina	0.604600499975	0.634818001766	0.868726963343	1.0	1.0	0.875678270162	1.0	1.0	1.0	1.0	0.962025096562	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dialogue driven	0.767386726808	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dialogue driven storyline	0.767386726808	1.0	1.0	1.0	1.0	1.0	1.0	0.965696495776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
directed by star	0	1.0	1.0	1.0	1.0	0.716776315943	1.0	1.0	1.0	1.0	1.0	1.0	0.983425898067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
director cameo	1.0	0.769574372284	1.0	1.0	0.925285593542	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
double cross	0	1.0	0.865606364754	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dream sequence	0	1.0	0.843624672985	0.873314690739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dystopia	0	1.0	0.489483879561	1.0	1.0	1.0	1.0	0.871793615156	1.0	0.939648130998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.939648130998	1.0	1.0	1.0	1.0	
ensemble cast	0	1.0	0.461104101676	1.0	0.87951681817	1.0	1.0	1.0	1.0	0.9467534737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9467534737	1.0	1.0	1.0	1.0	
epic	0	0.465342792673	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
espionage	1.0	0.846761089742	1.0	1.0	0.799587080012	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
experimental	0.449678910084	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
experimental film	0.449678910084	1.0	1.0	1.0	1.0	0.919152212854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
fairy tale	0.357189807516	1.0	1.0	1.0	1.0	1.0	0.941192541592	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
famous line	0.322555801907	1.0	1.0	1.0	0.828359775231	1.0	0.921879668386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
famous opening theme	0.176641769969	1.0	1.0	1.0	1.0	0.885507564559	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
famous score	0.403921639775	1.0	1.0	0.887544399152	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
fantasy sequence	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
farce	0	1.0	0.784021971063	1.0	1.0	0.917314639739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
father daughter relationship	1.0	1.0	0.829339128061	0.862410150875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
father son relationship	0	1.0	1.0	1.0	1.0	1.0	0.852306611775	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
femme fatale	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
fictional biography	0.226243514858	1.0	0.636598108479	0.824678521322	1.0	0.868390357861	1.0	1.0	1.0	1.0	0.93397734855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
flashback	0	1.0	0.581369665782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
french new wave	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
futuristic	0	1.0	1.0	0.745574987378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
good versus evil	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
heist	0.157595395163	0.533096775583	0.596086977962	1.0	1.0	0.937786732498	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
hero	0	0.502703438638	1.0	1.0	1.0	1.0	0.803872286912	1.0	0.9093363197	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
high school	0	0.298996350272	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
husband wife relationship	1.0	1.0	1.0	1.0	0.833597426758	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
idealism	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
independent film	0.612273875291	1.0	1.0	1.0	1.0	0.932620745503	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
investigation	0.179189937889	1.0	0.707127513228	0.87642564681	1.0	0.947171679599	0.947171679599	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
alternate history	0	1.0	0.591375279772	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
ambiguous ending	0.608640961762	1.0	1.0	0.834403052484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
americana	0.496466370803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
anime	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
anti hero	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
avant-garde	1.0	0.588381664991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.964970395148	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.964970395148	1.0	1.0	1.0	1.0	
b movie	1.0	1.0	0.753652616268	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bank heist	0	0.588359088516	1.0	1.0	1.0	1.0	0.91547476637	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on book	0	0.405560643068	1.0	0.6466017721	1.0	0.746015688032	1.0	1.0	1.0	1.0	0.941986273654	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on play	0	0.590010349314	1.0	1.0	1.0	1.0	1.0	0.889967807511	1.0	1.0	0.929530333313	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on comic	0	1.0	1.0	0.884933751501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on comic book	0.612984313136	1.0	1.0	1.0	1.0	1.0	1.0	0.897403805827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on novel	0	0.261798976043	1.0	0.835133400599	1.0	0.813278271824	1.0	0.917833077504	1.0	1.0	1.0	1.0	1.0	0.970087527581	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on novella	0	1.0	0.543015179757	1.0	0.77488639382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
based on short story	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
battle	1.0	1.0	1.0	1.0	1.0	1.0	0.856712813499	1.0	1.0	1.0	0.972304983584	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
betrayal	0	1.0	1.0	1.0	0.870814326389	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
biker	0.58982594689	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
black comedy	0	1.0	0.637226632071	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.963638048757	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
blockbuster	0	1.0	0.88083669219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bollywood	0	1.0	1.0	1.0	1.0	1.0	0.941172660326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
breaking the fourth wall	0.207829619428	1.0	1.0	0.907637933822	1.0	1.0	0.9426006736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
business	0	1.0	0.665283133159	1.0	0.890420605819	0.768361993998	1.0	0.770058308514	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
caper	0	1.0	1.0	0.892088660555	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car accident	0	1.0	1.0	1.0	1.0	1.0	1.0	0.904705016926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car chase	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
car crash	0	1.0	1.0	1.0	1.0	1.0	1.0	0.927820746989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
character name in title	0.103415581931	1.0	1.0	0.604040502635	0.74562081352	1.0	0.73502397309	0.89233823992	1.0	0.881042337335	1.0	0.897012820671	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.881042337335	1.0	1.0	1.0	1.0	
character's point of view camera shot	1.0	0.770294892321	1.0	1.0	1.0	0.850930432078	1.0	1.0	0.972085395316	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
chick flick	0.272739587528	1.0	1.0	1.0	0.945128758435	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
coming of age	0.548032022771	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
competition	0.252727527294	0.614932235525	0.74192353694	0.853003796667	1.0	1.0	1.0	0.894802099216	1.0	0.956936816545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.956936816545	1.0	1.0	1.0	1.0	
conspiracy	0.0917132491812	1.0	0.533711901056	0.683658153147	0.902956787246	1.0	1.0	1.0	0.918588740341	0.958722562703	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.958722562703	1.0	1.0	1.0	1.0	
corruption	0	1.0	1.0	0.916751615127	1.0	1.0	1.0	0.954564890759	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
criminal mastermind	0.383104809128	1.0	1.0	1.0	0.899089482923	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cult	0	1.0	1.0	0.920022824463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cult film	0	1.0	1.0	0.920022824463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
cyberpunk	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dark hero	0	1.0	0.527491261389	1.0	0.731053568109	1.0	1.0	1.0	1.0	0.942904258665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.942904258665	1.0	1.0	1.0	1.0	
deus ex machina	0.604600499975	0.634818001766	0.868726963343	1.0	1.0	0.875678270162	1.0	1.0	1.0	1.0	0.962025096562	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dialogue driven	0.767386726808	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dialogue driven storyline	0.767386726808	1.0	1.0	1.0	1.0	1.0	1.0	0.965696495776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
directed by star	0	1.0	1.0	1.0	1.0	0.716776315943	1.0	1.0	1.0	1.0	1.0	1.0	0.983425898067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
director cameo	1.0	0.769574372284	1.0	1.0	0.925285593542	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
double cross	0	1.0	0.865606364754	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dream sequence	0	1.0	0.843624672985	0.873314690739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
dystopia	0	1.0	0.489483879561	1.0	1.0	1.0	1.0	0.871793615156	1.0	0.939648130998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.939648130998	1.0	1.0	1.0	1.0	
ensemble cast	0	1.0	0.461104101676	1.0	0.87951681817	1.0	1.0	1.0	1.0	0.9467534737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9467534737	1.0	1.0	1.0	1.0	
epic	0	0.465342792673	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
espionage	1.0	0.846761089742	1.0	1.0	0.799587080012	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
experimental	0.449678910084	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
experimental film	0.449678910084	1.0	1.0	1.0	1.0	0.919152212854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
fairy tale	0.357189807516	1.0	1.0	1.0	1.0	1.0	0.941192541592	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
famous line	0.322555801907	1.0	1.0	1.0	0.828359775231	1.0	0.921879668386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
famous opening theme	0.176641769969	1.0	1.0	1.0	1.0	0.885507564559	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
